Sum of Age,Age-Demograph,Attrition,BusinessTravel,Sum of DailyRate,Department,Sum of DistanceFromHome,Sum of Education,Education_Description,EducationField,Sum of EmployeeCount,Sum of EmployeeNumber,Sum of EnvironmentSatisfaction,Name,Last_name,First_name,Gender,Environment_Satisfaction_Description,Job_Involvement_description,Sum of HourlyRate,Job_Level_Description,Job_Satisfaction__description,Sum of JobInvolvement,Sum of JobLevel,JobRole,MaritalStatus,Sum of JobSatisfaction,Sum of MonthlyIncome,Sum of MonthlyRate,Sum of NumCompaniesWorked,Over18,OverTime,Sum of PercentSalaryHike,performance_rate_description,Sum of PerformanceRating,promotion_desciption,relation_satisfaction_description,Sum of RelationshipSatisfaction,Sum of StandardHours,Stock_Option_Level_description,Sum of StockOptionLevel,Sum of TotalWorkingYears,Sum of TrainingTimesLastYear,Work_life_balance_description,Sum of WorkLifeBalance,Sum of YearsAtCompany,Sum of YearsInCurrentRole,Sum of YearsSinceLastPromotion,Sum of YearsWithCurrManager
55,46-55,No,Travel_Rarely,111,Sales,1,2,College,Life Sciences,1,106,1,Deondre Treyten,Treyten,Deondre,Male,Low,High,70,Senior,Very High,3,3,Sales Executive,Married,4,10239,18092,3,Y,No,14,excellent,3,Was promoted,Very High,4,80,Silver,1,24,4,Better,3,1,0,1,0
38,36-45,No,Non-Travel,573,Research & Development,6,3,Bachelor,Medical,1,107,2,Ambri Neri,Neri,Ambri,Female,Medium,Low,79,Junior,Very High,1,2,Research Scientist,Divorced,4,5329,15717,7,Y,Yes,12,excellent,3,Was promoted,Very High,4,80,Platinum,3,17,3,Better,3,13,11,1,9
34,25-35,No,Travel_Rarely,1153,Research & Development,1,2,College,Medical,1,110,1,Ennis Silvino,Silvino,Ennis,Male,Low,High,94,Junior,Medium,3,2,Manufacturing Director,Married,2,4325,17736,1,Y,No,15,excellent,3,Was promoted,High,3,80,None,0,5,2,Better,3,5,2,1,3
56,Over-55,No,Travel_Rarely,1400,Research & Development,7,3,Bachelor,Life Sciences,1,112,4,Riky Macaleb,Macaleb,Riky,Male,Very High,Low,49,Senior,Very High,1,3,Manufacturing Director,Single,4,7260,21698,4,Y,No,11,excellent,3,Not promoted,Low,1,80,None,0,37,3,Good,2,6,4,0,2
23,Under-20,No,Travel_Rarely,541,Sales,2,1,School,Technical Degree,1,113,3,Jaiveon Drevonn,Drevonn,Jaiveon,Male,High,High,62,Entry Level,Low,3,1,Sales Representative,Divorced,1,2322,9518,3,Y,No,13,excellent,3,Not promoted,High,3,80,Silver,1,3,3,Better,3,0,0,0,0
51,46-55,No,Travel_Rarely,432,Research & Development,9,4,Master,Life Sciences,1,116,4,Yuv Josphe,Josphe,Yuv,Male,Very High,High,96,Entry Level,Very High,3,1,Laboratory Technician,Married,4,2075,18725,3,Y,No,23,outstanding,4,Not promoted,Medium,2,80,Gold,2,10,4,Better,3,4,2,0,3
30,25-35,No,Travel_Rarely,288,Research & Development,2,3,Bachelor,Life Sciences,1,117,3,Myrlen Alieu,Alieu,Myrlen,Male,High,Midium,99,Junior,Very High,2,2,Healthcare Representative,Married,4,4152,15830,1,Y,No,19,excellent,3,Was promoted,Low,1,80,Platinum,3,11,3,Better,3,11,10,10,8
46,46-55,Yes,Travel_Rarely,669,Sales,9,2,College,Medical,1,118,3,Sanskar Ranon,Ranon,Sanskar,Male,High,Midium,64,Senior,Very High,2,3,Sales Executive,Single,4,9619,13596,1,Y,No,16,excellent,3,Was promoted,Very High,4,80,None,0,9,3,Better,3,9,8,4,7
40,36-45,No,Travel_Frequently,530,Research & Development,1,4,Master,Life Sciences,1,119,3,Awad Norvel,Norvel,Awad,Male,High,Midium,78,Team Lead,Medium,2,4,Healthcare Representative,Married,2,13503,14115,1,Y,No,22,outstanding,4,Was promoted,Very High,4,80,Silver,1,22,3,Good,2,22,3,11,11
51,46-55,No,Travel_Rarely,632,Sales,21,4,Master,Marketing,1,120,3,Crishon Chaderick,Chaderick,Crishon,Male,High,High,71,Junior,Very High,3,2,Sales Executive,Single,4,5441,8423,0,Y,Yes,22,outstanding,4,Was promoted,Very High,4,80,None,0,11,2,Bad,1,10,7,1,0
30,25-35,No,Travel_Rarely,1334,Sales,4,2,College,Medical,1,121,3,Hinsley Paras,Paras,Hinsley,Female,High,Midium,63,Junior,Medium,2,2,Sales Executive,Divorced,2,5209,19760,1,Y,Yes,12,excellent,3,Was promoted,Medium,2,80,Platinum,3,11,4,Good,2,11,8,2,7
46,46-55,No,Travel_Frequently,638,Research & Development,1,3,Bachelor,Medical,1,124,3,Travaughn Jerrious,Jerrious,Travaughn,Male,High,Midium,40,Senior,Low,2,3,Healthcare Representative,Married,1,10673,3142,2,Y,Yes,13,excellent,3,Was promoted,High,3,80,Silver,1,21,5,Good,2,10,9,9,5
32,25-35,No,Travel_Rarely,1093,Sales,6,4,Master,Medical,1,125,2,Semajay Tayne,Tayne,Semajay,Male,Medium,High,87,Junior,High,3,2,Sales Executive,Single,3,5010,24301,1,Y,No,16,excellent,3,Was promoted,Low,1,80,None,0,12,0,Better,3,11,8,5,7
54,46-55,No,Travel_Rarely,1217,Research & Development,2,4,Master,Technical Degree,1,126,1,Zykerriah Havick,Havick,Zykerriah,Female,Low,High,60,Senior,High,3,3,Research Director,Married,3,13549,24001,9,Y,No,12,excellent,3,Not promoted,Low,1,80,Silver,1,16,5,Bad,1,4,3,0,3
24,Under-20,No,Travel_Rarely,1353,Sales,3,2,College,Other,1,128,1,Malaysa Jassem,Jassem,Malaysa,Female,Low,High,33,Junior,High,3,2,Sales Executive,Married,3,4999,17519,0,Y,No,21,outstanding,4,Not promoted,Low,1,80,Silver,1,4,2,Good,2,3,2,0,2
28,25-35,No,Non-Travel,120,Sales,4,3,Bachelor,Medical,1,129,2,Fateh Ellard,Ellard,Fateh,Male,Medium,High,43,Junior,High,3,2,Sales Executive,Married,3,4221,8863,1,Y,No,15,excellent,3,Not promoted,Medium,2,80,None,0,5,3,Best,4,5,4,0,4
58,Over-55,No,Travel_Rarely,682,Sales,10,4,Master,Medical,1,131,4,Dylanger Churchel,Churchel,Dylanger,Male,Very High,High,37,Team Lead,High,3,4,Sales Executive,Single,3,13872,24409,0,Y,No,13,excellent,3,Was promoted,High,3,80,None,0,38,1,Good,2,37,10,1,8
44,36-45,No,Non-Travel,489,Research & Development,23,3,Bachelor,Medical,1,132,2,Daevaughn Ruthford,Ruthford,Daevaughn,Male,Medium,High,67,Junior,Medium,3,2,Laboratory Technician,Married,2,2042,25043,4,Y,No,12,excellent,3,Was promoted,High,3,80,Silver,1,17,3,Best,4,3,2,1,2
37,36-45,Yes,Travel_Rarely,807,Human Resources,6,4,Master,Human Resources,1,133,3,Marquiese Lorris,Lorris,Marquiese,Male,High,High,63,Entry Level,Low,3,1,Human Resources,Divorced,1,2073,23648,4,Y,Yes,22,outstanding,4,Not promoted,Very High,4,80,None,0,7,3,Better,3,3,2,0,2
32,25-35,No,Travel_Rarely,827,Research & Development,1,1,School,Life Sciences,1,134,4,Tyrelle Aaidyn,Aaidyn,Tyrelle,Male,Very High,High,71,Entry Level,Low,3,1,Research Scientist,Single,1,2956,15178,1,Y,No,13,excellent,3,Not promoted,Very High,4,80,None,0,1,2,Better,3,1,0,0,0
20,Under-20,Yes,Travel_Frequently,871,Research & Development,6,3,Bachelor,Life Sciences,1,137,4,Kimberline Zarak,Zarak,Kimberline,Female,Very High,Midium,66,Entry Level,Very High,2,1,Laboratory Technician,Single,4,2926,19783,1,Y,Yes,18,excellent,3,Was promoted,Medium,2,80,None,0,1,5,Better,3,1,0,1,0
34,25-35,No,Travel_Rarely,665,Research & Development,6,4,Master,Other,1,138,1,Kammie Kyeden,Kyeden,Kammie,Female,Low,High,41,Junior,High,3,2,Research Scientist,Single,3,4809,12482,1,Y,No,14,excellent,3,Was promoted,High,3,80,None,0,16,3,Better,3,16,13,2,10
37,36-45,No,Non-Travel,1040,Research & Development,2,2,College,Life Sciences,1,139,3,Kaique Crispin,Crispin,Kaique,Male,High,Midium,100,Junior,Very High,2,2,Healthcare Representative,Divorced,4,5163,15850,5,Y,No,14,excellent,3,Not promoted,Very High,4,80,Silver,1,17,2,Best,4,1,0,0,0
59,Over-55,No,Non-Travel,1420,Human Resources,2,4,Master,Human Resources,1,140,3,Tequesta Draedon,Draedon,Tequesta,Female,High,Midium,32,Executive,Very High,2,5,Manager,Married,4,18844,21922,9,Y,No,21,outstanding,4,Was promoted,Very High,4,80,Silver,1,30,3,Better,3,3,2,2,2
50,46-55,No,Travel_Frequently,1115,Research & Development,1,3,Bachelor,Life Sciences,1,141,1,Yesha Timberland,Timberland,Yesha,Female,Low,High,73,Executive,Medium,3,5,Research Director,Married,2,18172,9755,3,Y,Yes,19,excellent,3,Not promoted,Low,1,80,None,0,28,1,Good,2,8,3,0,7
25,25-35,Yes,Travel_Rarely,240,Sales,5,3,Bachelor,Marketing,1,142,3,Julein Delanor,Delanor,Julein,Male,High,Midium,46,Junior,High,2,2,Sales Executive,Single,3,5744,26959,1,Y,Yes,11,excellent,3,Not promoted,Very High,4,80,None,0,6,1,Better,3,6,4,0,3
25,25-35,No,Travel_Rarely,1280,Research & Development,7,1,School,Medical,1,143,4,Jahred Abed,Abed,Jahred,Male,Very High,Midium,64,Entry Level,Very High,2,1,Research Scientist,Married,4,2889,26897,1,Y,No,11,excellent,3,Was promoted,High,3,80,Gold,2,2,2,Better,3,2,2,2,1
22,Under-20,No,Travel_Rarely,534,Research & Development,15,3,Bachelor,Medical,1,144,2,Learah Kenndrick,Kenndrick,Learah,Female,Medium,High,59,Entry Level,Very High,3,1,Laboratory Technician,Single,4,2871,23785,1,Y,No,15,excellent,3,Not promoted,High,3,80,None,0,1,5,Better,3,0,0,0,0
51,46-55,No,Travel_Frequently,1456,Research & Development,1,4,Master,Medical,1,145,1,Lavett Aedyn,Aedyn,Lavett,Female,Low,Midium,30,Senior,Low,2,3,Healthcare Representative,Single,1,7484,25796,3,Y,No,20,outstanding,4,Was promoted,High,3,80,None,0,23,1,Good,2,13,12,12,8
34,25-35,Yes,Travel_Frequently,658,Research & Development,7,3,Bachelor,Life Sciences,1,147,1,Taison Khoury,Khoury,Taison,Male,Low,Low,66,Junior,High,1,2,Laboratory Technician,Single,3,6074,22887,1,Y,Yes,24,outstanding,4,Not promoted,Very High,4,80,None,0,9,3,Better,3,9,7,0,6
54,46-55,No,Non-Travel,142,Human Resources,26,3,Bachelor,Human Resources,1,148,4,Ladine Seanjohn,Seanjohn,Ladine,Female,Very High,Very High,30,Team Lead,Very High,4,4,Manager,Single,4,17328,13871,2,Y,Yes,12,excellent,3,Was promoted,High,3,80,None,0,23,3,Better,3,5,3,4,4
24,Under-20,No,Travel_Rarely,1127,Research & Development,18,1,School,Life Sciences,1,150,2,Clarince Camiren,Camiren,Clarince,Male,Medium,High,52,Entry Level,High,3,1,Laboratory Technician,Married,3,2774,13257,0,Y,No,12,excellent,3,Was promoted,High,3,80,Silver,1,6,2,Better,3,5,3,1,2
34,25-35,No,Travel_Rarely,1031,Research & Development,6,4,Master,Life Sciences,1,151,3,Lafrancine Ayyan,Ayyan,Lafrancine,Female,High,Midium,45,Junior,Medium,2,2,Research Scientist,Divorced,2,4505,15000,6,Y,No,15,excellent,3,Not promoted,High,3,80,Silver,1,12,3,Better,3,1,0,0,0
37,36-45,No,Travel_Rarely,1189,Sales,3,3,Bachelor,Life Sciences,1,152,3,Bourne Antares,Antares,Bourne,Male,High,High,87,Senior,Very High,3,3,Sales Executive,Single,4,7428,14506,2,Y,No,12,excellent,3,Was promoted,Low,1,80,None,0,12,3,Better,3,5,3,1,3
34,25-35,No,Travel_Rarely,1354,Research & Development,5,3,Bachelor,Medical,1,153,3,Devida Darzell,Darzell,Devida,Female,High,Midium,45,Senior,Low,2,3,Manager,Single,1,11631,5615,2,Y,No,12,excellent,3,Was promoted,Very High,4,80,None,0,14,6,Better,3,11,10,5,8
36,36-45,No,Travel_Frequently,1467,Sales,11,2,College,Technical Degree,1,154,2,Khamiah Xayne,Xayne,Khamiah,Female,Medium,High,92,Senior,Very High,3,3,Sales Executive,Married,4,9738,22952,0,Y,No,14,excellent,3,Was promoted,High,3,80,Silver,1,10,6,Better,3,9,7,2,8
36,36-45,No,Travel_Rarely,922,Research & Development,3,2,College,Life Sciences,1,155,1,Laneyah Daren,Daren,Laneyah,Female,Low,High,39,Entry Level,Very High,3,1,Laboratory Technician,Divorced,4,2835,2561,5,Y,No,22,outstanding,4,Not promoted,Low,1,80,Silver,1,7,2,Better,3,1,0,0,0
43,36-45,No,Travel_Frequently,394,Sales,26,2,College,Life Sciences,1,158,3,Bernhart Haruo,Haruo,Bernhart,Male,High,High,92,Team Lead,Very High,3,4,Manager,Married,4,16959,19494,1,Y,Yes,12,excellent,3,Was promoted,Very High,4,80,Gold,2,25,3,Best,4,25,12,4,12
30,25-35,No,Travel_Frequently,1312,Research & Development,23,3,Bachelor,Life Sciences,1,159,1,Reven Gianmichael,Gianmichael,Reven,Male,Low,Low,96,Entry Level,High,1,1,Research Scientist,Divorced,3,2613,22310,1,Y,No,25,outstanding,4,Not promoted,High,3,80,Platinum,3,10,2,Good,2,10,7,0,9
33,25-35,No,Non-Travel,750,Sales,22,2,College,Marketing,1,160,3,Chanden Romulo,Romulo,Chanden,Male,High,High,95,Junior,Medium,3,2,Sales Executive,Married,2,6146,15480,0,Y,No,13,excellent,3,Not promoted,Low,1,80,Silver,1,8,2,Best,4,7,7,0,7
56,Over-55,Yes,Travel_Rarely,441,Research & Development,14,4,Master,Life Sciences,1,161,2,Thereasa Quennell,Quennell,Thereasa,Female,Medium,High,72,Entry Level,Medium,3,1,Research Scientist,Married,2,4963,4510,9,Y,Yes,18,excellent,3,Was promoted,Low,1,80,Platinum,3,7,2,Better,3,5,4,4,3
51,46-55,No,Travel_Rarely,684,Research & Development,6,3,Bachelor,Life Sciences,1,162,1,Nieman Edil,Edil,Nieman,Male,Low,High,51,Executive,High,3,5,Research Director,Single,3,19537,6462,7,Y,No,13,excellent,3,Was promoted,High,3,80,None,0,23,5,Better,3,20,18,15,15
31,25-35,Yes,Travel_Rarely,249,Sales,6,4,Master,Life Sciences,1,163,2,Haden Jezer,Jezer,Haden,Male,Medium,Low,76,Junior,High,1,2,Sales Executive,Married,3,6172,20739,4,Y,Yes,18,excellent,3,Was promoted,Medium,2,80,None,0,12,3,Good,2,7,7,7,7
26,25-35,No,Travel_Rarely,841,Research & Development,6,3,Bachelor,Other,1,164,3,Jayannah Elger,Elger,Jayannah,Female,High,Midium,46,Entry Level,Medium,2,1,Research Scientist,Married,2,2368,23300,1,Y,No,19,excellent,3,Was promoted,High,3,80,None,0,5,3,Good,2,5,4,4,3
58,Over-55,Yes,Travel_Rarely,147,Research & Development,23,4,Master,Medical,1,165,4,Marisa Marus,Marus,Marisa,Female,Very High,High,94,Senior,Very High,3,3,Healthcare Representative,Married,4,10312,3465,1,Y,No,12,excellent,3,Was promoted,Very High,4,80,Silver,1,40,3,Good,2,40,10,15,6
19,Under-20,Yes,Travel_Rarely,528,Sales,22,1,School,Marketing,1,167,4,Neshawn Antavious,Antavious,Neshawn,Male,Very High,High,50,Entry Level,High,3,1,Sales Representative,Single,3,1675,26820,1,Y,Yes,19,excellent,3,Not promoted,Very High,4,80,None,0,0,2,Good,2,0,0,0,0
22,Under-20,No,Travel_Rarely,594,Research & Development,2,1,School,Technical Degree,1,169,3,Eneas Atzin,Atzin,Eneas,Male,High,High,100,Entry Level,Very High,3,1,Laboratory Technician,Married,4,2523,19299,0,Y,No,14,excellent,3,Was promoted,High,3,80,Silver,1,3,2,Better,3,2,1,2,1
49,46-55,No,Travel_Rarely,470,Research & Development,20,4,Master,Medical,1,170,3,Jannia Gralyn,Gralyn,Jannia,Female,High,High,96,Junior,Low,3,2,Manufacturing Director,Married,1,6567,5549,1,Y,No,14,excellent,3,Was promoted,High,3,80,None,0,16,2,Good,2,15,11,5,11
43,36-45,No,Travel_Frequently,957,Research & Development,28,3,Bachelor,Medical,1,171,2,Alvida Vastine,Vastine,Alvida,Female,Medium,Very High,72,Entry Level,High,4,1,Research Scientist,Single,3,4739,16090,4,Y,No,12,excellent,3,Was promoted,Very High,4,80,None,0,18,2,Better,3,3,2,1,2
50,46-55,No,Travel_Frequently,809,Sales,12,3,Bachelor,Marketing,1,174,3,Jazzleen Kellan,Kellan,Jazzleen,Female,High,High,77,Senior,Very High,3,3,Sales Executive,Single,4,9208,6645,4,Y,No,11,excellent,3,Was promoted,Very High,4,80,None,0,16,3,Better,3,2,2,2,1
31,25-35,Yes,Travel_Rarely,542,Sales,20,3,Bachelor,Life Sciences,1,175,2,Corenna Marqwon,Marqwon,Corenna,Female,Medium,Low,71,Junior,High,1,2,Sales Executive,Married,3,4559,24788,3,Y,Yes,11,excellent,3,Was promoted,High,3,80,Silver,1,4,2,Better,3,2,2,2,2
41,36-45,No,Travel_Rarely,802,Sales,9,1,School,Life Sciences,1,176,3,Nas Pasqual,Pasqual,Nas,Male,High,High,96,Senior,High,3,3,Sales Executive,Divorced,3,8189,21196,3,Y,Yes,13,excellent,3,Not promoted,High,3,80,Silver,1,12,2,Better,3,9,7,0,7
26,25-35,No,Travel_Rarely,1355,Human Resources,25,1,School,Life Sciences,1,177,3,Kazoua Gaje,Gaje,Kazoua,Female,High,High,61,Entry Level,High,3,1,Human Resources,Married,3,2942,8916,1,Y,No,23,outstanding,4,Was promoted,Very High,4,80,Silver,1,8,3,Better,3,8,7,5,7
36,36-45,No,Travel_Rarely,216,Research & Development,6,2,College,Medical,1,178,2,Sakeef Kehinde,Kehinde,Sakeef,Male,Medium,High,84,Junior,Medium,3,2,Manufacturing Director,Divorced,2,4941,2819,6,Y,No,20,outstanding,4,Not promoted,Very High,4,80,Gold,2,7,0,Better,3,3,2,0,1
51,46-55,Yes,Travel_Frequently,1150,Research & Development,8,4,Master,Life Sciences,1,179,1,Eliano Dasian,Dasian,Eliano,Male,Low,Low,53,Senior,Very High,1,3,Manufacturing Director,Single,4,10650,25150,2,Y,No,15,excellent,3,Not promoted,Very High,4,80,None,0,18,2,Better,3,4,2,0,3
39,36-45,No,Travel_Rarely,1329,Sales,4,4,Master,Life Sciences,1,182,4,Annalyss Kevins,Kevins,Annalyss,Female,Very High,Midium,47,Junior,High,2,2,Sales Executive,Married,3,5902,14590,4,Y,No,14,excellent,3,Was promoted,High,3,80,Silver,1,17,1,Best,4,15,11,5,9
25,25-35,No,Travel_Rarely,959,Sales,28,3,Bachelor,Life Sciences,1,183,1,Jabaar Etinosa,Etinosa,Jabaar,Male,Low,Midium,41,Junior,High,2,2,Sales Executive,Married,3,8639,24835,2,Y,No,18,excellent,3,Was promoted,Very High,4,80,None,0,6,3,Better,3,2,2,2,2
30,25-35,No,Travel_Rarely,1240,Human Resources,9,3,Bachelor,Human Resources,1,184,3,Booker Markael,Markael,Booker,Male,High,High,48,Junior,Very High,3,2,Human Resources,Married,4,6347,13982,0,Y,Yes,19,excellent,3,Was promoted,Very High,4,80,None,0,12,2,Bad,1,11,9,4,7
32,25-35,Yes,Travel_Rarely,1033,Research & Development,9,3,Bachelor,Medical,1,190,1,Jadenne Leium,Leium,Jadenne,Female,Low,High,41,Entry Level,Low,3,1,Laboratory Technician,Single,1,4200,10224,7,Y,No,22,outstanding,4,Not promoted,Low,1,80,None,0,10,2,Best,4,5,4,0,4
45,36-45,No,Travel_Rarely,1316,Research & Development,29,3,Bachelor,Medical,1,192,3,Shuaib Ricahrd,Ricahrd,Shuaib,Male,High,High,83,Entry Level,Very High,3,1,Research Scientist,Single,4,3452,9752,5,Y,No,13,excellent,3,Not promoted,Medium,2,80,None,0,9,2,Good,2,6,5,0,3
38,36-45,No,Travel_Rarely,364,Research & Development,3,5,Doctor,Technical Degree,1,193,4,Tullia Khristan,Khristan,Tullia,Female,Very High,High,32,Junior,High,3,2,Research Scientist,Single,3,4317,2302,3,Y,Yes,20,outstanding,4,Was promoted,Medium,2,80,None,0,19,2,Better,3,3,2,2,2
30,25-35,No,Travel_Rarely,438,Research & Development,18,3,Bachelor,Life Sciences,1,194,1,Jahmaya Selven,Selven,Jahmaya,Female,Low,High,75,Entry Level,High,3,1,Research Scientist,Single,3,2632,23910,1,Y,No,14,excellent,3,Not promoted,High,3,80,None,0,5,4,Good,2,5,4,0,4
32,25-35,No,Travel_Frequently,689,Sales,9,2,College,Medical,1,195,4,Lakim Syl,Syl,Lakim,Male,Very High,Low,35,Junior,Very High,1,2,Sales Executive,Divorced,4,4668,22812,0,Y,No,17,excellent,3,Not promoted,Very High,4,80,Platinum,3,9,2,Best,4,8,7,0,7
30,25-35,No,Travel_Rarely,201,Research & Development,5,3,Bachelor,Technical Degree,1,197,4,Malayah Seon,Seon,Malayah,Female,Very High,High,84,Entry Level,Low,3,1,Research Scientist,Divorced,1,3204,10415,5,Y,No,14,excellent,3,Was promoted,Very High,4,80,Silver,1,8,3,Better,3,3,2,2,2
30,25-35,No,Travel_Rarely,1427,Research & Development,2,1,School,Medical,1,198,2,Jaurice Orion,Orion,Jaurice,Male,Medium,Midium,35,Entry Level,Very High,2,1,Laboratory Technician,Single,4,2720,11162,0,Y,No,13,excellent,3,Was promoted,Very High,4,80,None,0,6,3,Better,3,5,3,1,2
41,36-45,No,Travel_Frequently,857,Research & Development,10,3,Bachelor,Life Sciences,1,199,4,Martese Carsan,Carsan,Martese,Male,Very High,Midium,91,Team Lead,Low,2,4,Manager,Divorced,1,17181,12888,4,Y,No,13,excellent,3,Was promoted,Medium,2,80,Silver,1,21,2,Good,2,7,6,7,7
41,36-45,No,Travel_Rarely,933,Research & Development,9,4,Master,Life Sciences,1,200,3,Terrion Ewell,Ewell,Terrion,Male,High,High,94,Entry Level,Low,3,1,Laboratory Technician,Married,1,2238,6961,2,Y,No,21,outstanding,4,Was promoted,Very High,4,80,Silver,1,7,2,Better,3,5,0,1,4
19,Under-20,No,Travel_Rarely,1181,Research & Development,3,1,School,Medical,1,201,2,Hiromy Clayden,Clayden,Hiromy,Female,Medium,High,79,Entry Level,Medium,3,1,Laboratory Technician,Single,2,1483,16102,1,Y,No,14,excellent,3,Not promoted,Very High,4,80,None,0,1,3,Better,3,1,0,0,0
40,36-45,No,Travel_Frequently,1395,Research & Development,26,3,Bachelor,Medical,1,202,2,Devika Dennard,Dennard,Devika,Female,Medium,High,54,Junior,Medium,3,2,Research Scientist,Divorced,2,5605,8504,1,Y,No,11,excellent,3,Was promoted,Low,1,80,Silver,1,20,2,Better,3,20,7,2,13
35,25-35,No,Travel_Rarely,662,Sales,1,5,Doctor,Marketing,1,204,3,Taeveon Cason,Cason,Taeveon,Male,High,High,94,Senior,Medium,3,3,Sales Executive,Married,2,7295,11439,1,Y,No,13,excellent,3,Not promoted,Low,1,80,Gold,2,10,3,Better,3,10,8,0,6
53,46-55,No,Travel_Rarely,1436,Sales,6,2,College,Marketing,1,205,2,Minh Mott,Mott,Minh,Male,Medium,High,34,Junior,High,3,2,Sales Representative,Married,3,2306,16047,2,Y,Yes,20,outstanding,4,Was promoted,Very High,4,80,Silver,1,13,3,Bad,1,7,7,4,5
45,36-45,No,Travel_Rarely,194,Research & Development,9,3,Bachelor,Life Sciences,1,206,2,Seikichi Safwaan,Safwaan,Seikichi,Male,Medium,High,60,Junior,Medium,3,2,Laboratory Technician,Divorced,2,2348,10901,8,Y,No,18,excellent,3,Not promoted,High,3,80,Silver,1,20,2,Bad,1,17,9,0,15
32,25-35,No,Travel_Frequently,967,Sales,8,3,Bachelor,Marketing,1,207,2,Maddisyn Elby,Elby,Maddisyn,Female,Medium,High,43,Senior,Very High,3,3,Sales Executive,Single,4,8998,15589,1,Y,No,14,excellent,3,Was promoted,Very High,4,80,None,0,9,2,Better,3,9,8,3,7
29,25-35,No,Non-Travel,1496,Research & Development,1,1,School,Technical Degree,1,208,4,Larz Khase,Khase,Larz,Male,Very High,High,41,Junior,High,3,2,Manufacturing Director,Married,3,4319,26283,1,Y,No,13,excellent,3,Not promoted,Low,1,80,Silver,1,10,1,Better,3,10,7,0,9
51,46-55,No,Travel_Rarely,1169,Research & Development,7,4,Master,Medical,1,211,2,Olen Taric,Taric,Olen,Male,Medium,Midium,34,Junior,High,2,2,Manufacturing Director,Married,3,6132,13983,2,Y,No,17,excellent,3,Not promoted,High,3,80,None,0,10,2,Better,3,1,0,0,0
58,Over-55,No,Travel_Rarely,1145,Research & Development,9,3,Bachelor,Medical,1,214,2,Patrea Landry,Landry,Patrea,Female,Medium,Midium,75,Entry Level,Medium,2,1,Research Scientist,Married,2,3346,11873,4,Y,Yes,20,outstanding,4,Not promoted,Medium,2,80,Silver,1,9,3,Good,2,1,0,0,0
40,36-45,No,Travel_Rarely,630,Sales,4,4,Master,Marketing,1,215,3,Kordarius Yain,Yain,Kordarius,Male,High,Midium,67,Senior,Very High,2,3,Sales Executive,Married,4,10855,8552,7,Y,No,11,excellent,3,Was promoted,Low,1,80,Silver,1,15,2,Good,2,12,11,2,11
34,25-35,No,Travel_Frequently,303,Sales,2,4,Master,Marketing,1,216,3,Sabryna Lovett,Lovett,Sabryna,Female,High,High,75,Entry Level,High,3,1,Sales Representative,Married,3,2231,11314,6,Y,No,18,excellent,3,Was promoted,Very High,4,80,Silver,1,6,3,Better,3,4,3,1,2
22,Under-20,No,Travel_Rarely,1256,Research & Development,19,1,School,Medical,1,217,3,Markale Kalip,Kalip,Markale,Male,High,High,80,Entry Level,Very High,3,1,Research Scientist,Married,4,2323,11992,1,Y,No,24,outstanding,4,Was promoted,Low,1,80,Gold,2,2,6,Better,3,2,2,2,2
27,25-35,No,Non-Travel,691,Research & Development,9,3,Bachelor,Medical,1,218,4,Lukan Irvine,Irvine,Lukan,Male,Very High,High,57,Entry Level,Medium,3,1,Research Scientist,Divorced,2,2024,5970,6,Y,No,18,excellent,3,Was promoted,Very High,4,80,Silver,1,6,1,Bad,1,2,2,2,2
28,25-35,No,Travel_Rarely,440,Research & Development,21,3,Bachelor,Medical,1,221,3,Kent Rodgers,Rodgers,Kent,Male,High,High,42,Entry Level,Very High,3,1,Research Scientist,Married,4,2713,6672,1,Y,No,11,excellent,3,Not promoted,High,3,80,Silver,1,5,2,Bad,1,5,2,0,2
57,Over-55,No,Travel_Rarely,334,Research & Development,24,2,College,Life Sciences,1,223,3,Gaege Peterjames,Peterjames,Gaege,Male,High,Very High,83,Senior,Very High,4,3,Healthcare Representative,Divorced,4,9439,23402,3,Y,Yes,16,excellent,3,Was promoted,Medium,2,80,Silver,1,12,2,Bad,1,5,3,1,4
